1,5,4,2,7,2,7,13,4,5,4,5,9,2,2,11,10,10,3,7,8514.34
1,4,11,12,2,7,5,5,11,4,12,11,13,5,4,13,7,13,8,5,8299.38
1,10,5,12,9,13,9,5,13,7,2,11,3,8,2,7,12,5,12,4,8567.93
1,6,5,6,12,10,6,5,11,8,7,5,13,3,8,8,5,5,12,5,8400.02
1,10,11,6,5,6,9,2,10,11,8,7,9,6,10,11,11,8,4,11,8252.16
1,13,10,6,6,4,4,8,12,11,5,9,6,4,11,2,12,5,4,9,8323.48
1,2,10,8,3,11,7,9,3,12,10,2,4,4,3,4,8,3,4,7,8390.13
1,13,7,7,5,3,12,4,3,2,7,5,8,4,10,10,4,8,6,13,10889.34
1,4,13,13,6,9,12,6,12,11,9,6,10,8,12,8,10,11,5,6,8303.14
1,6,3,7,8,11,11,5,3,9,3,9,6,11,2,8,13,4,9,6,8353.61
1,13,3,9,5,4,7,2,2,3,10,9,8,12,11,12,12,11,10,10,8315.63
1,7,8,3,13,10,9,12,9,7,4,6,2,10,9,10,13,6,12,2,10917.02
1,4,6,3,7,8,3,10,3,11,4,12,3,7,12,10,6,8,10,12,8408.28
1,11,13,3,13,3,7,8,10,13,4,3,12,9,2,2,8,4,6,4,8337.34
1,7,2,5,5,5,7,12,3,6,6,6,8,12,5,4,4,3,9,8,10910.41
1,5,2,12,2,7,2,11,10,7,2,8,3,5,6,5,12,10,2,8,8525.01
1,4,9,4,8,4,11,8,13,5,8,3,7,12,6,9,12,6,2,12,8381.23
1,8,13,11,4,8,8,2,4,12,6,10,6,9,13,5,11,10,4,5,8287.64
1,5,2,12,12,11,2,2,6,12,7,7,5,11,8,13,13,10,9,2,8363.53
1,4,6,8,12,10,2,8,7,4,3,3,4,3,3,11,11,6,8,6,8529.91
1,3,13,13,4,5,11,7,12,8,4,6,13,7,13,10,8,8,11,13,8340.93
1,3,9,12,3,3,8,9,8,10,9,6,12,4,10,12,13,8,6,9,10710.64
1,6,13,7,4,11,4,11,6,10,11,9,6,12,3,10,8,5,7,10,8334.01
1,3,8,6,5,7,6,10,11,7,8,8,8,3,10,9,5,2,4,4,8407.88
